transaction_id,transaction_date,sender_account_id,sender_name,sender_country,receiver_account_id,receiver_name,receiver_country,amount,currency,channel,transaction_type,source_system
c7d92864-c496-4e45-8ab6-e477fa77dfa0,2026-07-24 22:16:40,ACC63345392,Elena Silva,CY,ACC84834795,Maria Petrov,US,2907.87,PLN,MOBILE,WITHDRAWAL,MOBILE_APP
02610217-5413-4f9c-bfbf-2acdd3ac8353,2026-07-24 11:03:44,ACC43311626,Anna Schmidt,CH,ACC91378577,Nina Lopez,NL,912.7,PLN,CASH,WITHDRAWAL,CARDS
8bb27e00-89db-4ce6-b93b-1bc7a6c40a6a,2026-07-24 00:14:24,ACC28652010,Maria Petrov,NL,ACC20346606,Ivan Dubois,NL,5279.25,USD,CARD,TRANSFER,CARDS
e0235283-8173-4402-adb6-fed4c467187a,2026-07-24 20:08:49,ACC26948946,Maria Novak,PL,ACC87049595,Piotr Nowak,LU,3081.59,PLN,MOBILE,TRANSFER,CORE_BANKING
2817aa40-24f2-425c-b6a9-dc0e5b47fe34,2026-07-24 12:13:40,ACC82498004,Anna Petrov,DE,ACC41039390,Lukas Petrov,IR,3370.56,USD,WIRE,WITHDRAWAL,CARDS
bfd62cb7-a922-423c-b7fc-e5259a66a424,2026-07-24 05:57:53,ACC56533974,Ivan Schmidt,IR,ACC44795538,Marek Rossi,DE,5222.41,GBP,WIRE,TRANSFER,CARDS
a42216ce-9e85-4436-9afc-9e5f05bfa242,2026-07-24 04:19:09,ACC82109613,Lukas Schmidt,DE,ACC39888974,John Kowalski,GB,1890.4,PLN,CASH,DEPOSIT,CARDS
18559cdd-2642-4a11-ade8-8fa44c75388f,2026-07-24 05:01:51,ACC78759020,Piotr Schmidt,US,ACC84300459,Elena Muller,NL,4345.57,GBP,MOBILE,DEPOSIT,CORE_BANKING
2c943003-e74a-4b44-82ce-afe480619c83,2026-07-24 01:46:06,ACC68090825,Nina Nowak,CY,ACC33783708,Nina Petrov,IR,5817.81,USD,WIRE,WITHDRAWAL,MOBILE_APP
74168afb-e276-41ba-9e4a-745063f95af1,2026-07-24 14:05:09,ACC44044361,John Rossi,FR,ACC56278607,Elena Novak,AE,10301.29,GBP,CARD,TRANSFER,CARDS
f882efbb-b3b9-444b-815f-ec2b441df655,2026-07-24 06:10:16,ACC50417154,Piotr Nowak,DE,ACC18491573,Marek Silva,GB,1475.04,PLN,MOBILE,WITHDRAWAL,CORE_BANKING
ab06a512-aa30-49a4-bd7b-943942c1b93f,2026-07-24 07:16:28,ACC83233096,Marek Schmidt,PL,ACC71957885,Elena Nowak,GB,6226.54,EUR,CASH,DEPOSIT,CARDS
45f0dcdb-f8c1-443d-9d64-500fead6b1ad,2026-07-24 15:37:52,ACC18572753,Piotr Lopez,RU,ACC20344164,Maria Nowak,CY,2870.36,GBP,WIRE,WITHDRAWAL,MOBILE_APP
4d3b8027-8652-431b-ae53-88d988a1d378,2026-07-24 09:16:26,ACC68526649,John Schmidt,CY,ACC36445607,Sofia Silva,FR,485.17,GBP,MOBILE,DEPOSIT,CORE_BANKING
91aec6f1-3bd4-4b01-bf4c-f501d9048e4e,2026-07-24 08:39:07,ACC16408822,Elena Silva,RU,ACC93592219,Maria Novak,FR,3176.06,PLN,WIRE,DEPOSIT,MOBILE_APP
f470b3f0-178a-4923-a68c-b39a5513593d,2026-07-24 04:21:44,ACC61226775,Ivan Dubois,CH,ACC17256074,Marek Petrov,NL,9111.38,GBP,CASH,DEPOSIT,CARDS
f8f880c4-1fae-4587-af63-a00dd155d1d5,2026-07-24 10:56:03,ACC99508850,Lukas Rossi,CH,ACC49682169,Ivan Petrov,NL,5334.64,PLN,CASH,DEPOSIT,MOBILE_APP
7ebb64ee-6455-474d-862b-713085812686,2026-07-24 15:50:47,ACC19679848,Marek Kowalski,LU,ACC54522084,John Novak,FR,6795.96,EUR,CARD,WITHDRAWAL,MOBILE_APP
7d84f23c-ce10-4762-917e-19e5c8d8d05f,2026-07-24 17:32:22,ACC47108953,Sofia Dubois,GB,ACC98062882,Piotr Muller,DE,689.01,USD,WIRE,DEPOSIT,CARDS
dd0785b4-21b6-4ac0-b751-4aafeb3f4b16,2026-07-24 07:58:01,ACC41104946,Anna Dubois,US,ACC41409454,John Muller,CY,8000.23,GBP,CASH,WITHDRAWAL,CARDS
98b0c438-e06b-45c6-83a0-48cc1cf69ffb,2026-07-24 00:18:30,ACC32027350,Maria Rossi,IR,ACC38595818,Marek Silva,AE,6416.15,PLN,CARD,TRANSFER,CORE_BANKING
82430975-0495-4c8a-9ce8-dd5a4b329cb1,2026-07-24 20:09:21,ACC61956500,Ivan Silva,CY,ACC73729850,Nina Muller,LU,659.11,GBP,WIRE,WITHDRAWAL,MOBILE_APP
dd9289c7-b006-48ec-83ac-3d9b97972887,2026-07-24 11:14:59,ACC57113566,John Petrov,DE,ACC86010330,Lukas Novak,DE,9677.71,EUR,WIRE,DEPOSIT,MOBILE_APP
048c2973-7c00-4bbf-8930-fd99d015344e,2026-07-24 07:59:12,ACC90643207,Marek Lopez,DE,ACC93646063,Ivan Dubois,DE,8722.21,GBP,CASH,DEPOSIT,MOBILE_APP
1721a55a-dfc4-49d3-a90f-1ddd3fbb0746,2026-07-24 02:41:06,ACC52550733,Anna Nowak,LU,ACC79438885,Sofia Petrov,CY,1333.42,USD,CARD,WITHDRAWAL,MOBILE_APP
dd12237d-2aae-49f1-b934-44778301de93,2026-07-24 12:14:17,ACC64266464,Marek Nowak,DE,ACC93517915,Ivan Kowalski,CH,7029.8,EUR,WIRE,DEPOSIT,CARDS
d0491be7-86f6-477e-8287-1dc97f3642e6,2026-07-24 20:31:59,ACC62231715,Ivan Rossi,CH,ACC28783850,Anna Schmidt,IR,2540.15,GBP,WIRE,TRANSFER,CARDS
a16eb4ec-b49a-4fd9-9729-85b833bcc20d,2026-07-24 17:20:22,ACC58592048,Ivan Lopez,FR,ACC70667140,Ivan Muller,AE,4717.92,EUR,MOBILE,WITHDRAWAL,MOBILE_APP
5cd5d9e3-abf1-4dd7-b722-de2ac3501565,2026-07-24 02:19:52,ACC88961459,Ivan Muller,AE,ACC39557077,John Novak,IR,3563.14,EUR,CARD,TRANSFER,CORE_BANKING
8487aa3e-9495-41d2-821c-044ee3f94041,2026-07-24 05:04:02,ACC42483531,Piotr Petrov,IR,ACC66791272,Lukas Novak,LU,6657.36,PLN,CASH,DEPOSIT,MOBILE_APP
71fd399b-658e-4c68-bb39-90c36069f496,2026-07-24 23:07:18,ACC46836194,Marek Dubois,AE,ACC81602209,Anna Schmidt,RU,10042.57,USD,CARD,TRANSFER,MOBILE_APP
0486befb-9041-480a-86f7-0f925e69c70a,2026-07-24 08:03:32,ACC37746963,Piotr Silva,CY,ACC12691381,John Nowak,DE,6804.54,USD,WIRE,TRANSFER,CARDS
1d78c7af-8e73-44bd-90cf-b9a4b3ec5998,2026-07-24 19:23:26,ACC77144075,Ivan Rossi,FR,ACC63293990,John Silva,PL,7394.47,PLN,WIRE,WITHDRAWAL,MOBILE_APP
cf7f4a42-fa54-4f36-a69b-19bdca1d9ce7,2026-07-24 14:51:51,ACC60527631,Marek Schmidt,LU,ACC42342202,Elena Dubois,IR,1583.8,USD,CASH,TRANSFER,MOBILE_APP
a7696b96-b7fe-425c-8515-3213762b569a,2026-07-24 07:57:37,ACC90801586,John Schmidt,NL,ACC97226012,Ivan Silva,NL,2458.29,PLN,MOBILE,TRANSFER,CORE_BANKING
4bb6c6c2-060b-49a8-ba12-8648e1545b92,2026-07-24 09:31:30,ACC11658959,Ivan Lopez,IR,ACC85834657,Elena Rossi,CY,6884.12,EUR,CASH,DEPOSIT,MOBILE_APP
f8a4224b-6b67-44ab-925e-692c2c2fe141,2026-07-24 07:35:59,ACC20731620,Maria Kowalski,US,ACC84896161,Elena Vasnetsova,RU,9749.67,EUR,MOBILE,DEPOSIT,CORE_BANKING
3791177c-3df8-414c-941b-a94013e72205,2026-07-24 12:46:22,ACC90108882,Ivan Petrov,US,ACC49276764,Piotr Lopez,GB,5598.3,EUR,CARD,WITHDRAWAL,CORE_BANKING
47208c4a-b754-4da1-bcd3-1d25d04906e8,2026-07-24 20:39:24,ACC21496211,Maria Novak,CY,ACC26879290,Marek Nowak,CY,9944.03,USD,MOBILE,DEPOSIT,MOBILE_APP
1a5d16a4-7e2e-4d6a-8ea3-10d88e2eb5bb,2026-07-24 03:43:19,ACC35151299,Lukas Nowak,CY,ACC84455942,Ivan Silva,FR,1408.67,EUR,WIRE,WITHDRAWAL,MOBILE_APP
74e83b4e-8e44-4ca7-9fe4-db44b150776b,2026-07-24 14:00:32,ACC72820592,Ivan Dubois,CY,ACC11540956,Anna Schmidt,GB,4019.37,GBP,WIRE,WITHDRAWAL,CARDS
01a03ac8-cf9f-4c97-80ab-41f3275fadd6,2026-07-24 06:00:26,ACC68277389,Marek Kowalski,FR,ACC54438762,Elena Muller,CH,6384.69,GBP,MOBILE,WITHDRAWAL,CORE_BANKING
0997d868-8234-489d-a2d3-386c873483ed,2026-07-24 21:23:34,ACC66949781,Piotr Nowak,GB,ACC36738452,Lukas Nowak,FR,3155.14,USD,CASH,DEPOSIT,CARDS
6d7626a0-7704-4ea5-ae72-c8c08a98ded7,2026-07-24 10:05:49,ACC27030641,Marek Muller,DE,ACC53231088,Elena Silva,LU,9106.66,USD,MOBILE,DEPOSIT,CARDS
d75abf7c-30c1-4357-9afe-9d1877a26e57,2026-07-24 02:42:40,ACC33326387,Ivan Novak,CH,ACC15453834,Lukas Dubois,CY,1979.51,GBP,CARD,TRANSFER,MOBILE_APP
7680792f-7546-4624-bb5e-abf284771c86,2026-07-24 10:14:59,ACC68743898,Lukas Silva,RU,ACC14136476,Maria Petrov,CY,8040.07,USD,CARD,DEPOSIT,CARDS
5ce17ffd-32dc-48fe-92cf-51f93e1ab196,2026-07-24 03:01:51,ACC92960269,Marek Novak,RU,ACC62324272,Piotr Muller,NL,1109.17,GBP,CASH,DEPOSIT,CORE_BANKING
ba8e33fa-9f49-4b35-87e3-61b526182e26,2026-07-24 02:30:59.576952,ACC18022882,Sofia Petrov,NL,ACC52512063,Ivan Rossi,LU,9749.89,EUR,WIRE,TRANSFER,CORE_BANKING
c2e0dad1-90a3-49f7-a739-03334ec0e9ca,2026-07-24 00:47:33,ACC10404729,Elena Lopez,FR,ACC16078694,Lukas Rossi,IR,4169.54,EUR,WIRE,TRANSFER,CARDS
46a05257-7bb1-491b-9e32-52c0dcc25336,2026-07-24 12:49:39,ACC35519083,Nina Dubois,RU,ACC98473848,Marek Novak,RU,2315.17,EUR,MOBILE,WITHDRAWAL,CORE_BANKING
0f03edff-e6ee-4f74-9917-26561770743b,2026-07-24 08:23:37,ACC35848226,Sofia Novak,IR,ACC81922443,Marek Muller,NL,1284.47,PLN,MOBILE,DEPOSIT,MOBILE_APP
0adc359f-c00f-4404-82bf-4c84debea8ce,2026-07-24 16:42:54,ACC86911446,Maria Novak,LU,ACC70004467,Sofia Novak,LU,4675.1,EUR,WIRE,WITHDRAWAL,CARDS
d2126139-c861-46a7-a82f-712c6b7797ce,2026-07-24 01:07:53,ACC70693413,Ivan Schmidt,NL,ACC22713811,Maria Novak,DE,9997.97,EUR,WIRE,TRANSFER,CORE_BANKING
142351ce-64c3-4aee-a056-7230b5459b19,2026-07-24 09:29:12,ACC72244897,Anna Nowak,PL,ACC95147289,Nina Lopez,AE,6156.78,EUR,CASH,TRANSFER,MOBILE_APP
d3799dec-86b2-44d2-a21f-e2a99f736eda,2026-07-24 20:05:08,ACC96644469,Nina Novak,GB,ACC28790705,Ivan Muller,GB,1160.57,EUR,WIRE,TRANSFER,MOBILE_APP
f8e3be36-dd09-4425-b60c-68f198877621,2026-07-24 20:26:06,ACC78574830,Piotr Kowalski,CH,ACC62016704,Lukas Rossi,CY,4095.53,EUR,WIRE,DEPOSIT,CARDS
2e2f197a-4e6b-466b-892a-c9012a21bb40,2026-07-24 10:55:21,ACC19736572,John Nowak,AE,ACC85563727,Anna Novak,CY,4811.71,USD,MOBILE,TRANSFER,CARDS
edde69fc-318f-455b-8ce0-48f28ef462e4,2026-07-24 08:04:27,ACC91742470,John Silva,CH,ACC92405066,Ivan Dubois,IR,3906.35,EUR,CARD,DEPOSIT,CARDS
24fe70a5-a8c3-4966-aeec-20325f55e085,2026-07-24 06:04:33,ACC44241100,Anna Lopez,RU,ACC25479814,Elena Schmidt,PL,3873.37,EUR,WIRE,TRANSFER,CORE_BANKING
6e8a56bd-fa82-4aca-9f0a-c27f0bf8f429,2026-07-24 22:21:22,ACC79006257,Marek Nowak,DE,ACC34044459,Nina Lopez,RU,7190.01,USD,CASH,WITHDRAWAL,CORE_BANKING
7a1866f2-b3a3-4116-950f-091d488302bd,2026-07-24 14:29:23,ACC94365330,Ivan Silva,CH,ACC63992760,Anna Schmidt,CY,5329.28,USD,MOBILE,TRANSFER,CARDS
b71e6de7-4857-4a19-b045-4dff61bc3b73,2026-07-24 10:48:10,ACC17849494,Nina Schmidt,PL,ACC52091325,John Kowalski,AE,2301.51,PLN,CARD,TRANSFER,MOBILE_APP
87561612-0449-49f4-846b-a517f3a362a5,2026-07-24 14:48:54,ACC73847325,Maria Muller,GB,ACC53106399,Piotr Kowalski,FR,6862.32,USD,WIRE,TRANSFER,CARDS
d0fdf4c3-8738-4045-a8c1-9b56c6fa4c74,2026-07-24 12:03:26,ACC41943272,Sofia Rossi,DE,ACC95387542,Anna Rossi,LU,7831.2,EUR,MOBILE,TRANSFER,CORE_BANKING
a2da3515-4c22-4699-8314-2e6f226411a5,2026-07-24 21:10:25,ACC84285882,Ivan Rossi,CH,ACC83871890,Sofia Rossi,IR,3887.33,PLN,MOBILE,WITHDRAWAL,CARDS
398f834d-eaa8-4be5-8670-f3f10a5a0109,2026-07-24 18:06:31,ACC62780072,Ivan Nowak,NL,ACC38876195,Nina Rossi,PL,262.89,EUR,MOBILE,WITHDRAWAL,MOBILE_APP
a696eb4f-4db5-4d82-9c32-732c22fac95f,2026-07-24 10:07:08.956772,ACC56662763,Sofia Nowak,IR,ACC34901990,John Lopez,US,9782.01,EUR,WIRE,TRANSFER,CORE_BANKING
78f96be6-a2ab-4a00-8e3d-09d71c556f4d,2026-07-24 17:54:11,ACC69572772,Maria Petrov,FR,ACC85886408,John Muller,GB,4375.81,EUR,MOBILE,TRANSFER,MOBILE_APP
9984ce27-649f-4f5a-85db-d7a922ae89dc,2026-07-24 19:55:37,ACC85986307,Maria Rossi,RU,ACC16497381,John Novak,RU,6076.74,PLN,WIRE,TRANSFER,CORE_BANKING
11d92524-7a23-4631-a492-3fe73ec53378,2026-07-24 11:26:00,ACC81930575,Sofia Muller,LU,ACC51380361,Maria Dubois,FR,4280.25,EUR,CARD,DEPOSIT,CARDS
f18fb6e7-5e6e-415b-aa76-eec843308f50,2026-07-24 06:55:25,ACC36798789,Elena Muller,GB,ACC37753358,Elena Muller,NL,5249.51,GBP,CARD,TRANSFER,CORE_BANKING
38b53665-1099-498a-a0bc-5adeb54a327d,2026-07-24 23:49:15,ACC48352498,Ivan Kowalski,FR,ACC67838146,Marek Dubois,IR,7068.02,GBP,CASH,WITHDRAWAL,CORE_BANKING
2f1ca764-249b-4b5d-84c7-6bc6147657e3,2026-07-24 06:51:12,ACC73837847,Ivan Petrov,PL,ACC70468188,Anna Rossi,IR,3389.6,EUR,CARD,TRANSFER,CORE_BANKING
799feb19-e570-4fc8-b8a6-687f886c9050,2026-07-24 09:36:40,ACC43704923,John Novak,RU,ACC66851377,Piotr Kowalski,PL,5316.69,GBP,CARD,DEPOSIT,CARDS
1ad8a6f9-2590-4b28-8248-d5427be36745,2026-07-24 06:55:57,ACC98447167,Lukas Rossi,CH,ACC65177213,Maria Kowalski,RU,1008.53,EUR,WIRE,WITHDRAWAL,MOBILE_APP
28e97238-1fb1-4402-899d-92b211de7953,2026-07-24 10:53:41,ACC78090664,Ivan Schmidt,LU,ACC85554415,Piotr Nowak,PL,6242.23,GBP,MOBILE,DEPOSIT,CORE_BANKING
3320606b-e601-495b-a278-84aa5d75f8ba,2026-07-24 19:06:05,ACC23492385,Elena Dubois,NL,ACC58436637,Marek Dubois,PL,6274.37,USD,MOBILE,TRANSFER,CORE_BANKING
ffc5dec3-7ac9-4498-a953-20e1e406c3c0,2026-07-24 02:28:05,ACC24500158,John Kowalski,CH,ACC68816911,Lukas Petrov,CH,3693.04,PLN,CASH,WITHDRAWAL,MOBILE_APP
86f08e53-662d-432b-b069-905d46f8ec22,2026-07-24 19:25:42,ACC52501540,Maria Schmidt,PL,ACC92874006,Anna Muller,RU,4002.5,GBP,CARD,DEPOSIT,CORE_BANKING
69acf8fb-1a29-4eb9-9a09-d862119d0385,2026-07-24 22:28:38,ACC49922369,Nina Lopez,FR,ACC27978165,Sofia Novak,NL,1828.09,GBP,WIRE,TRANSFER,CARDS
3c1abd98-e121-4ab2-a19f-6d043be1f31d,2026-07-24 17:54:38,ACC74030858,Piotr Kowalski,CH,ACC49315407,Nina Muller,PL,9944.11,GBP,CARD,WITHDRAWAL,MOBILE_APP
3c8a08d1-2789-4344-8de4-85ffb316c696,2026-07-24 06:33:17,ACC64419425,Nina Lopez,RU,ACC12499138,Piotr Novak,NL,5434.39,PLN,CASH,WITHDRAWAL,CORE_BANKING
79121c5e-e472-4fa5-8477-c61b10b1075c,2026-07-24 01:18:16,ACC10022778,Anna Lopez,AE,ACC95568918,Piotr Schmidt,CY,5858.73,USD,CASH,WITHDRAWAL,CARDS
3de8e9cc-dbaf-417a-bfea-ce80fcbc4e86,2026-07-24 15:42:37,ACC59711219,John Schmidt,CH,ACC40801123,Maria Silva,US,5491.02,EUR,CASH,TRANSFER,CARDS
d8959e43-6fb9-42d6-bcfd-da39df43f4d5,2026-07-24 11:42:34,ACC61091554,Maria Schmidt,RU,ACC58219001,Piotr Dubois,US,8147.39,PLN,CASH,TRANSFER,MOBILE_APP
c10f7b6c-31a2-4b0c-b05d-ab29bace4d21,2026-07-24 22:35:51,ACC41774346,Marek Petrov,CH,ACC13326769,Marek Rossi,CH,7874.53,USD,MOBILE,TRANSFER,MOBILE_APP
b7dfbc6c-6fc4-4b2d-b9fd-eab404dc9538,2026-07-24 02:33:52,ACC40554079,Piotr Silva,CH,ACC70549061,Lukas Silva,US,6045.6,EUR,CASH,DEPOSIT,CORE_BANKING
28e97238-1fb1-4402-899d-92b211de7953,2026-07-24 10:53:41,ACC78090664,Ivan Schmidt,LU,ACC85554415,Piotr Nowak,PL,6242.23,GBP,MOBILE,DEPOSIT,CORE_BANKING
d5f2060a-96f1-4b99-9835-cadb570adfd1,2026-07-24 14:45:38,ACC51738753,Anna Dubois,US,ACC92493631,Elena Muller,DE,7210.05,PLN,CARD,WITHDRAWAL,MOBILE_APP
6e0df8ff-8619-4a00-a3a8-eebc4cf15691,2026-07-24 00:30:24,ACC26587799,Maria Rossi,RU,ACC45186708,Nina Silva,RU,2791.53,GBP,WIRE,DEPOSIT,CORE_BANKING
84d3461e-05dd-4e60-bcf4-590af83e5f75,2026-07-24 10:31:54,ACC87324220,Sofia Lopez,AE,ACC53038943,Elena Dubois,DE,2474.01,USD,CASH,WITHDRAWAL,CARDS
d645b818-a849-4414-b4d8-77ecf90965b3,2026-07-24 15:24:52,ACC68437492,Elena Petrov,AE,ACC44612921,Sofia Novak,FR,841.3,PLN,CASH,DEPOSIT,CARDS
e32b8c87-5d15-455e-b037-71992e9480fc,2026-07-24 21:36:54,ACC69735865,John Kowalski,IR,ACC56113741,Anna Silva,IR,2390.48,USD,CASH,TRANSFER,CORE_BANKING
bb24cc4b-d9f7-49a3-b568-fa9834b9374f,2026-07-24 03:09:28,ACC22802372,Marek Petrov,LU,ACC53433080,Elena Kowalski,GB,4220.73,PLN,CARD,WITHDRAWAL,CARDS
7e89cb79-deca-411a-9b52-439f635fcc7b,2026-07-24 09:09:43,ACC20746107,Elena Petrov,CH,ACC23825676,Anna Novak,LU,9875.78,EUR,WIRE,WITHDRAWAL,MOBILE_APP
7f34fca1-05e7-43a9-9df3-2de90056d378,2026-07-24 21:55:08,ACC25882013,Elena Silva,US,ACC25212062,Maria Nowak,LU,7537.33,USD,CARD,DEPOSIT,CARDS
f09d5a26-a8d5-4295-8017-42e2b3eb3f36,2026-07-24 13:57:22,ACC81643088,Elena Rossi,PL,ACC53246714,Ivan Muller,PL,68.93,EUR,CARD,TRANSFER,MOBILE_APP
2df3ca87-fe48-4e13-a971-8ec181a06fe1,2026-07-24 21:57:56,ACC53995720,Marek Novak,IR,ACC43315361,Sofia Silva,CY,442.66,EUR,MOBILE,WITHDRAWAL,CORE_BANKING
3f90b3f5-ac25-4793-a76e-e2eadb832376,2026-07-24 22:29:22,ACC25302505,Anna Nowak,NL,ACC91738839,Elena Dubois,CY,1253.86,USD,MOBILE,DEPOSIT,CARDS
559d2a5a-86c6-42c0-b7f5-488d5d658fa8,2026-07-24 10:00:10,ACC48478684,John Schmidt,IR,ACC67790557,Marek Novak,FR,5634.54,USD,CARD,TRANSFER,MOBILE_APP
cf181c91-6c03-4554-bd12-5c1525a6f3d2,2026-07-24 08:42:28,ACC72950208,Elena Rossi,RU,ACC86560394,Maria Nowak,GB,3263.22,PLN,CASH,TRANSFER,CORE_BANKING
bcb4098f-6a03-4fad-bb2d-0b3a0a61f797,2026-07-24 20:06:24,ACC40158811,Anna Nowak,FR,ACC96934122,Marek Nowak,IR,4295.74,GBP,MOBILE,WITHDRAWAL,CARDS
ad10777a-c4de-4cc9-8b82-4844e502d8aa,2026-07-24 03:00:37,ACC68238367,Sofia Lopez,FR,ACC80888325,John Muller,NL,5258.52,PLN,MOBILE,TRANSFER,CORE_BANKING
6337fc66-8763-4852-8e4c-9cc6ecaaaeed,2026-07-24 22:29:41,ACC20949687,Piotr Nowak,RU,ACC66910299,Maria Lopez,LU,541.51,PLN,MOBILE,TRANSFER,MOBILE_APP
9b16449d-aca3-45f6-a5d7-af068cf43c61,2026-07-24 16:39:32,ACC75697427,Ivan Rossi,AE,ACC62162278,Nina Silva,AE,1214.25,EUR,MOBILE,WITHDRAWAL,CARDS
4f5fe094-7c3f-445a-a55d-07e041d2aa9c,2026-07-24 10:43:22,ACC10241310,Nina Silva,AE,ACC14346338,Marek Lopez,US,1354.61,USD,WIRE,WITHDRAWAL,CORE_BANKING
49b103bd-9388-4dfe-b60c-a3aaf35b5523,2026-07-24 04:26:25,ACC43415162,Lukas Nowak,NL,ACC14497675,Elena Nowak,IR,10233.79,EUR,CARD,WITHDRAWAL,CARDS
78c07ec0-113d-4202-a9f3-25ca83be3ce3,2026-07-24 21:08:19,ACC45630292,John Novak,AE,ACC68326160,Sofia Rossi,CH,10107.36,EUR,CASH,DEPOSIT,CORE_BANKING
590a672a-430f-4e46-ae70-51827d61c91e,2026-07-24 01:44:25,ACC54550177,Piotr Novak,US,ACC68646621,Lukas Nowak,CH,9093.57,GBP,CARD,WITHDRAWAL,MOBILE_APP
bf2b82c4-2e04-42aa-9b8e-7ad3fc3049df,2026-07-24 18:10:35,ACC96282117,Maria Petrov,GB,ACC28740864,Elena Schmidt,CY,4166.22,GBP,CASH,DEPOSIT,CARDS
6724a69b-68c5-4104-b1dc-cde6361dd1c2,2026-07-24 07:49:57,ACC70887307,Sofia Petrov,US,ACC51827259,Sofia Lopez,AE,3962.52,EUR,WIRE,TRANSFER,CORE_BANKING
38f0a942-d3b9-48c2-b746-638cf616d26a,2026-07-24 06:20:10,ACC50392808,Lukas Schmidt,PL,ACC50785405,Piotr Muller,CH,6470.6,GBP,CASH,WITHDRAWAL,CARDS
f7531c4e-4707-4b16-b649-483d3a39b750,2026-07-24 09:40:16,ACC19584466,John Petrov,GB,ACC89865458,Nina Dubois,LU,8683.09,EUR,CASH,DEPOSIT,CARDS
f696916d-9f30-400f-a0b5-0c750a155bee,2026-07-24 03:56:08,ACC15197528,Maria Muller,NL,ACC71780854,Sofia Dubois,NL,4029.04,USD,WIRE,DEPOSIT,CORE_BANKING
aed10a35-f317-4829-b785-3570ec99a1bc,2026-07-24 05:22:22,ACC10744212,Anna Silva,NL,ACC33607110,Ivan Nowak,PL,6895.49,USD,WIRE,WITHDRAWAL,CORE_BANKING
d88c2052-f018-4342-8773-f9371b9a1756,2026-07-24 01:41:26,ACC97043518,Sofia Novak,IR,ACC79977486,Piotr Dubois,AE,438.2,USD,CASH,DEPOSIT,CARDS
9b0b8cb2-f7d0-42b0-a076-8afe3afa5d13,2026-07-24 04:56:26,ACC34391257,John Dubois,CH,ACC53936531,Elena Nowak,US,9104.6,GBP,CASH,WITHDRAWAL,CARDS
d6db8456-5966-4f7b-a25b-837a7b018777,2026-07-24 08:35:47,ACC23335151,Sofia Schmidt,RU,ACC58140388,John Silva,GB,8985.12,USD,WIRE,WITHDRAWAL,CORE_BANKING
0a8db8a3-2328-4ecb-b550-6c745fc9f440,2026-07-24 02:51:27,ACC99043272,Maria Lopez,PL,ACC82675403,John Nowak,US,7102.51,GBP,CASH,DEPOSIT,CARDS
2d8afed5-ea33-4b1e-8914-35af5e1c59bf,2026-07-24 13:39:34,ACC95044078,Anna Silva,CY,ACC47342819,Sofia Nowak,LU,4756.87,GBP,WIRE,DEPOSIT,CORE_BANKING
0c213203-e831-4984-87fb-d175fe8eec04,2026-07-24 04:46:37,ACC12941149,Nina Schmidt,DE,ACC26530521,Sofia Kowalski,CH,2233.27,GBP,WIRE,DEPOSIT,CORE_BANKING
